"","symbol","concept","contexts","types","label"
6276,"roseFlower","eosAurora","grecoRoman","EmblematicSimulation","Eos/Aurora"
6277,"roseFlower","funerals","grecoRoman","AssociationSimulation","funerals"
6278,"roseFlower","gentleness","heraldic","Simulation","gentleness"
6279,"saracen","serviceInTheCrusades","heraldic","Simulation","service in the Crusades"
6280,"saul","perfectFriendship","jewish","Simulation","perfect friendship"
6281,"saxifragaOppositifolia","nunavut","generalOrUnknown","Simulation","Nunavut"
6282,"oak","fire","generalOrUnknown","Simulation","fire"
6283,"oak","force","generalOrUnknown","Simulation","force"
6284,"oak","jupiterPlanet","celtic","AssociationSimulation","Jupiter (planet)"
6285,"oak","liberty","generalOrUnknown","Simulation","liberty"
6286,"oak","longevity","generalOrUnknown","Simulation","longevity"
6287,"oak","man","generalOrUnknown","Simulation","man"
6288,"oak","nobility","celtic","Simulation","nobility"
6289,"oak","power","heraldic","Simulation","power"
6290,"oak","pride","heraldic","Simulation","pride"
6291,"nose","inquisitiveness","generalOrUnknown","Simulation","inquisitiveness"
6292,"serpent","buddha","buddhist","AssociationSimulation","Buddha"
6293,"serpent","chaos","hindu","Simulation","chaos"
6294,"serpent","christ","manichean","Simulation","Christ"
6295,"serpent","chronos","grecoRoman","AttributeSimulation","Chronos"
6296,"serpent","courage","heraldic","Simulation","courage"
6297,"serpent","craftiness","christian","Simulation","craftiness"
6298,"serpent","cronusSaturn","grecoRoman","AttributeSimulation","Cronus/Saturn"
6299,"serpent","cunning","chinese","Simulation","cunning"
6300,"serpent","danger","generalOrUnknown","Simulation","danger"
6301,"serpent","death","generalOrUnknown","Simulation","death"
6302,"serpent","deceit","chinese","Simulation","deceit"
6303,"serpent","destruction","christian","Simulation","destruction"
6304,"serpent","earth","generalOrUnknown","AttributeSimulation","earth"
6305,"serpent","energy","generalOrUnknown","Simulation","energy"
6306,"serpent","eternity","northAmericanIndian","Simulation","eternity"
6307,"sheep","blindFollowing","generalOrUnknown","Simulation","blind following"
6308,"severnRiver","anAspectOfTheCosmicRiverFromWhichAllComesAndAllReturns","english","Simulation","an aspect of the cosmic river from which all comes and all returns"
6309,"sheep","sigmaPhiRho","heraldic","Simulation","Sigma Phi Rho"
6310,"sheep","straying","generalOrUnknown","Simulation","straying"
6311,"sheep","theEighthAnimalOfTheTwelveCelestialBranches","chinese","Simulation","the eighth animal of the Twelve Celestial Branches"
6312,"sheep","theFlockOfChrist","christian","Simulation","the flock of Christ"
6313,"sheep","theHigherQualitiesAndVirtuesOfTheSoul","generalOrUnknown","Simulation","the higher qualities and virtues of the soul"
6314,"sheep","theRetiringLife","chinese","Simulation","the retiring life"
6315,"sheep","usuryPersonified","generalOrUnknown","AttributeSimulation","Usury personified"
6316,"sheep","wiliness","generalOrUnknown","Simulation","wiliness"
6317,"sheep","guilelessness","generalOrUnknown","Simulation","guilelessness"
6318,"sheep","theFaithful","christian","Simulation","the faithful"
6319,"sheep","obstinacy","generalOrUnknown","Simulation","obstinacy"
6320,"serpent","evil","chinese @ christian @ generalOrUnknown @ jewish","Simulation","evil"
6321,"serpent","fecundity","african","AssociationSimulation","fecundity"
6322,"serpent","fertility","generalOrUnknown @ grecoRoman @ minoan","Simulation","fertility"
6323,"serpent","fire","hindu","Simulation","fire"
6324,"serpent","force","generalOrUnknown","Simulation","force"
6325,"serpent","ghost","minoan","Simulation","ghost"
6326,"serpent","growth","maori","Simulation","growth"
6327,"serpent","hades","greek","Simulation","Hades"
6328,"serpent","healing","grecoRoman","Simulation","healing"
6329,"serpent","healingWaters","celtic","AssociationSimulation","healing waters"
6330,"serpent","hermesMercury","grecoRoman","AttributeSimulation","Hermes/Mercury"
6331,"serpent","hiding","generalOrUnknown","Simulation","hiding"
6332,"serpent","immortality","minoan","Simulation","immortality"
6333,"serpent","innocence","generalOrUnknown","AttributeSimulation","innocence"
6334,"serpent","instinct","heraldic","Simulation","instinct"
6335,"serpent","ishtar","sumeroSemitic","AttributeSimulation","Ishtar"
6336,"serpent","janus","grecoRoman","AttributeSimulation","Janus"
6337,"serpent","jealousy","generalOrUnknown","Simulation","jealousy"
6338,"serpent","leviathan","jewish","Simulation","leviathan"
6339,"serpent","lightning","australianAboriginal @ northAmericanIndian","AssociationSimulation @ Simulation","lightning"
6340,"serpent","logic","generalOrUnknown","AttributeSimulation","logic"
6341,"serpent","maenadsBacchantes","grecoRoman","AttributeSimulation","Maenads/Bacchantes"
6342,"serpent","magicPower","northAmericanIndian","AssociationSimulation","magic power"
6343,"serpent","malevolence","chinese","Simulation","malevolence"
6344,"serpent","materialism","generalOrUnknown","Simulation","materialism"
6345,"serpent","nature","hindu","Simulation","nature"
6346,"serpent","night","generalOrUnknown","Simulation","night"
6347,"serpent","pregnancy","australianAboriginal @ oceanic","AssociationSimulation","pregnancy"
6348,"serpent","rain","northAmericanIndian","AssociationSimulation","rain"
6349,"serpent","regeneration","generalOrUnknown","Simulation","regeneration"
6350,"serpent","renewalOfLife","grecoRoman","Simulation","renewal of life"
6351,"serpent","resurrection","grecoRoman @ minoan","Simulation","resurrection"
6352,"serpent","royalty","african","Simulation","royalty"
6353,"serpent","sabazios","phrygian","AttributeSimulation","Sabazios"
6354,"serpent","sacredToApollo","grecoRoman","Simulation","sacred to Apollo"
6355,"serpent","secrecy","generalOrUnknown","Simulation","secrecy"
6356,"serpent","sin","generalOrUnknown @ jewish @ kabalistic","EmblematicSimulation @ Simulation","sin"
6357,"serpent","slavery","generalOrUnknown","Simulation","slavery"
6358,"serpent","strategy","heraldic","Simulation","strategy"
6359,"serpent","subtlety","generalOrUnknown","Simulation","subtlety"
6360,"serpent","temptation","generalOrUnknown @ jewish","Simulation","temptation"
6361,"serpent","theDevil","christian","Simulation","the devil"
6362,"serpent","theFemininePrinciple","generalOrUnknown","Simulation","the feminine principle"
6363,"serpent","theGrave","christian","Simulation","the grave"
6364,"serpent","theGreatGoddess","minoan","AttributeSimulation","the Great Goddess"
6365,"serpent","theGreatMother","generalOrUnknown","AttributeSimulation","the great Mother"
6366,"serpent","theLifePrinciple","grecoRoman @ islamic","Simulation","the life principle"
6367,"serpent","theMasculinePrinciple","australianAboriginal","Simulation","the masculine principle"
6368,"serpent","theMoon","northAmericanIndian","AssociationSimulation","the moon"
6369,"serpent","theSoul","grecoRoman","Simulation","the soul"
6370,"raven","messengerOfTheGods","assyrian @ japanese","Simulation","messenger of the gods"
6371,"raven","solitude","christian @ generalOrUnknown","Simulation","solitude"
6372,"rending","aBreakWithExistingOrder","generalOrUnknown","Simulation","a break with existing order"
6373,"rending","anAttemptToBreakThroughToAnotherPlane","generalOrUnknown","Simulation","an attempt to break through to another plane"
6374,"rending","anIrrevocableStep","generalOrUnknown","Simulation","an irrevocable step"
6375,"resin","depilatory","generalOrUnknown","Simulation","depilatory"
6376,"resin","theSoulSubstanceOfATree","generalOrUnknown","Simulation","the soul substance of a tree"
6377,"rhododendronMaximum","westVirginia","generalOrUnknown","Simulation","West Virginia"
6378,"resin","embalming","generalOrUnknown","Simulation","embalming"
6379,"reed","indiscretion","generalOrUnknown","Simulation","indiscretion"
6380,"reed","jasper","celtic","AssociationSimulation","jasper"
6381,"reed","justice","generalOrUnknown","Simulation","justice"
6382,"reed","october","celtic","AssociationSimulation","October"
6383,"reed","panFaunus","grecoRoman","AttributeSimulation","Pan/Faunus"
6384,"reed","plenty","mexicanIndian","Simulation","plenty"
6385,"reed","quietness","generalOrUnknown","Simulation","quietness"
6386,"reed","resilience","generalOrUnknown","Simulation","resilience"
6387,"reed","royalty","egyptian","Simulation","royalty"
6388,"reed","thePassionOfChrist","christian","AttributeSimulation","the Passion of Christ"
6389,"reed","transitoriness","generalOrUnknown","Simulation","transitoriness"
6390,"reed","vulva","generalOrUnknown","Simulation","vulva"
6391,"reed","wantonness","generalOrUnknown","Simulation","wantonness"
6392,"reed","weakness","generalOrUnknown","Simulation","weakness"
6393,"reed","wealth","mexicanIndian","Simulation","wealth"
6394,"reed","woman","generalOrUnknown","Simulation","woman"
6395,"saddle","martialReadiness","heraldic","Simulation","martial readiness"
6396,"saintCasimir","lithuania","generalOrUnknown","Simulation","Lithuania"
6397,"roseFlower","iran","generalOrUnknown","EmblematicSimulation","Iran"
6398,"roseFlower","joy","grecoRoman @ heraldic","Simulation","joy"
6399,"roseFlower","love","flowerLanguage","Simulation","love"
6400,"roseFlower","mysticCenter","generalOrUnknown","Simulation","mystic center"
6401,"roseFlower","prosperity","chinese","Simulation","prosperity"
6402,"roseFlower","regeneration","rosicrucian","AssociationSimulation","regeneration"
6403,"roseFlower","resurrection","grecoRoman @ rosicrucian","AssociationSimulation @ Simulation","resurrection"
6404,"roseFlower","secrecy","generalOrUnknown","Simulation","secrecy"
6405,"roseFlower","seduction","generalOrUnknown","Simulation","seduction"
6406,"roseFlower","silence","heraldic","Simulation","silence"
6407,"roseFlower","taurus","generalOrUnknown","AssociationSimulation","Taurus"
6408,"roseFlower","theHeart","generalOrUnknown","Simulation","the heart"
6409,"roseFlower","theMuses","grecoRoman","EmblematicSimulation","the Muses"
6410,"roseFlower","theThreeGraces","grecoRoman","EmblematicSimulation","the Three Graces"
6411,"roseFlower","theTreeOfLife","rosicrucian","AssociationSimulation","the Tree of Life"
6412,"roseFlower","theVirginMary","christian","Simulation","the Virgin Mary"
6413,"roseFlower","virtue","alchemic","Simulation","virtue"
6414,"roseFlower","vulva","generalOrUnknown","Simulation","vulva"
6415,"roseFlower","youth","heraldic","Simulation","youth"
6416,"serpent","theSubconscious","heraldic","Simulation","the subconscious"
6417,"serpent","thunder","northAmericanIndian","AssociationSimulation","thunder"
6418,"serpent","vaisravenna","chinese","AttributeSimulation","Vaisravenna"
6419,"serpent","vigilance","heraldic","Simulation","vigilance"
6420,"serpent","water","african","AssociationSimulation","water"
6421,"reed","worldAxis","indic","Simulation","World Axis"
6422,"rending","anger","generalOrUnknown","Simulation","anger"
6423,"rending","grief","generalOrUnknown","Simulation","grief"
6424,"rending","mourning","generalOrUnknown","Simulation","mourning"
6425,"rending","penitence","generalOrUnknown","Simulation","penitence"
6426,"resin","immortality","generalOrUnknown","Simulation","immortality"
6427,"resin","incorruptibility","generalOrUnknown","Simulation","incorruptibility"
6428,"resin","purity","generalOrUnknown","Simulation","purity"
6429,"resin","regeneration","generalOrUnknown","Simulation","regeneration"
6430,"resin","resurrection","generalOrUnknown","Simulation","resurrection"
6431,"reed","docility","flowerLanguage @ generalOrUnknown","Simulation","docility"
6432,"reed","fertility","generalOrUnknown @ mexicanIndian","Simulation","fertility"
6433,"reed","harmony","celtic @ grecoRoman","Simulation","harmony"
6434,"reed","learning","chinese @ japanese","Simulation","learning"
6435,"reed","music","flowerLanguage @ grecoRoman","Simulation","music"
6436,"scroll","academicSuccess","heraldic","Simulation","academic success"
6437,"scroll","decreesOfFate","generalOrUnknown","Simulation","decrees of fate"
6438,"scroll","grammar","generalOrUnknown","AttributeSimulation","Grammar"
6439,"scroll","holyScripture","christian","Simulation","Holy Scripture"
6440,"scroll","legalDocument","generalOrUnknown","Simulation","legal document"
6441,"scroll","lowerEgypt","egyptian","EmblematicSimulation","Lower Egypt"
6442,"scroll","punishmentOfGod","generalOrUnknown","Simulation","punishment of God"
6443,"scroll","sometimesMerelyOrnamentation","generalOrUnknown","Simulation","sometimes merely ornamentation"
6444,"scroll","theExtentOfALife","generalOrUnknown","Simulation","the extent of a life"
6445,"scroll","thePersonificationsOfTheLogicMostCommon","generalOrUnknown","AttributeSimulation","the personifications of the Logic (most common)"
6446,"scroll","theProphets","jewish","AttributeSimulation","the prophets"
6447,"scroll","theUnfoldingOfTheLaw","buddhist","Simulation","the unfolding of the Law"
6448,"scroll","writingSkills","generalOrUnknown","Simulation","writing skills"
6449,"scroll","arithmetic","generalOrUnknown","AttributeSimulation","Arithmetic"
6450,"scroll","astronomy","generalOrUnknown","AttributeSimulation","astronomy"
6451,"scroll","contract","generalOrUnknown","Simulation","contract"
6452,"scroll","rhetoric","generalOrUnknown","AttributeSimulation","Rhetoric"
6453,"scroll","saints","christian","AttributeSimulation","saints"
6454,"scroll","theEvangelists","christian","AttributeSimulation","the Evangelists"
6455,"scroll","thePassingOfTime","generalOrUnknown","Simulation","the passing of time"
6456,"scroll","writers","generalOrUnknown","AttributeSimulation","writers"
6457,"scroll","asclepius","grecoRoman","AttributeSimulation","Asclepius"
6458,"scroll","buddhism","buddhist","EmblematicSimulation","Buddhism"
6459,"scroll","calliope","grecoRoman","AttributeSimulation","Calliope"
6460,"scroll","clio","grecoRoman","AttributeSimulation","Clio"
6461,"scroll","destiny","generalOrUnknown","Simulation","destiny"
6462,"scroll","divineRevelation","generalOrUnknown","Simulation","divine revelation"
6463,"scroll","geometry","generalOrUnknown","AttributeSimulation","geometry"
6464,"scroll","knowledge","egyptian @ generalOrUnknown","Simulation","knowledge"
6465,"scroll","learning","generalOrUnknown","Simulation","learning"
6466,"scroll","life","generalOrUnknown","Simulation","life"
6467,"scroll","longevity","chinese","Simulation","longevity"
6468,"scroll","music","generalOrUnknown","AttributeSimulation","music"
6469,"scroll","piKappaSigma","heraldic","Simulation","Pi Kappa Sigma"
6470,"roseFlower","god","generalOrUnknown","Simulation","God"
6471,"roseFlower","grace","generalOrUnknown","Simulation","grace"
6472,"roseFlower","happiness","generalOrUnknown","Simulation","happiness"
6473,"roseFlower","heliosSol","grecoRoman","EmblematicSimulation","Helios/Sol"
6474,"roseFlower","hope","heraldic","Simulation","hope"
6475,"roseFlower","innocence","heraldic","Simulation","innocence"
6476,"spear","hachiman","japanese","AttributeSimulation","Hachiman"
6477,"spear","honorableWarrior","heraldic","Simulation","honorable warrior"
6478,"spear","initiatesIntoAdulthood","grecoRoman","AttributeSimulation","initiates into adulthood"
6479,"spear","izanami","japanese","AttributeSimulation","Izanami"
6480,"spear","kwanYu","chinese","AttributeSimulation","Kwan-yu"
6481,"spear","lamfhada","celtic","AttributeSimulation","Lamfhada"
6482,"spear","lug","celtic","AttributeSimulation","Lug"
6483,"spear","moLiChInAndVariousMinorGods","chinese","AttributeSimulation","Mo-li Ch’in and various minor gods"
6484,"spear","royaltyInAncientTimes","generalOrUnknown","AttributeSimulation","royalty in ancient times"
6485,"spear","ssLiberalis","christian","AttributeSimulation","SS Liberalis"
6486,"spear","theActionOfBeingUponUndifferentiatedMatter","japanese","Simulation","the action of being upon undifferentiated matter"
6487,"spear","theBronzeAgePersonified","generalOrUnknown","AttributeSimulation","the Bronze Age personified"
6488,"spear","valiantKnight","heraldic","Simulation","valiant knight"
6489,"spire","theSmallerSpiresGodSCelestialOffspring","christian","Simulation","the smaller spires God’s celestial offspring"
6490,"spire","universalAxis","generalOrUnknown","Simulation","universal axis"
6491,"spear","anhur","egyptian","Simulation","Anhur"
6492,"spear","izanagi","japanese","AttributeSimulation","Izanagi"
6493,"spear","knighthood","generalOrUnknown","Simulation","knighthood"
6494,"spear","longinus","christian","AttributeSimulation","Longinus"
6495,"spear","minerva","grecoRoman","AttributeSimulation","Minerva"
6496,"spear","soldiers","generalOrUnknown","AttributeSimulation","soldiers"
6497,"spear","theEuropeanSibyl","generalOrUnknown","AttributeSimulation","the European sibyl"
6498,"spire","bridgeToHeaven","generalOrUnknown","Simulation","bridge to heaven"
6499,"spire","heavenlyAspiration","generalOrUnknown","Simulation","heavenly aspiration"
6500,"spear","hunters","generalOrUnknown","AttributeSimulation","hunters"
6501,"spear","alphaDeltaPhi","heraldic","Simulation","Alpha Delta Phi"
6502,"spear","aresMars","grecoRoman","AttributeSimulation","Ares/Mars"
6503,"spear","athenaMinerva","grecoRoman","AttributeSimulation","Athena/Minerva"
6504,"spear","buddhism","buddhist","EmblematicSimulation","Buddhism"
6505,"spear","fertility","generalOrUnknown","Simulation","fertility"
6506,"spear","heraJuno","grecoRoman","AttributeSimulation","Hera/Juno"
6507,"spear","lightning","generalOrUnknown","Simulation","lightning"
6508,"spear","martyrdom","generalOrUnknown","Simulation","martyrdom"
6509,"spear","michael","christian","AttributeSimulation","Michael"
6510,"spear","odin","norse","AttributeSimulation","Odin"
6511,"spear","phallus","generalOrUnknown","Simulation","phallus"
6512,"spear","sunRay","generalOrUnknown @ japanese","Simulation","sun ray"
6513,"spear","theCrucifixion","christian","AttributeSimulation","the Crucifixion"
6514,"spear","thetaSigmaUpsilon","heraldic","Simulation","Theta Sigma Upsilon"
6515,"spear","war","generalOrUnknown","Simulation","war"
6516,"spear","warriors","generalOrUnknown","AttributeSimulation","warriors"
6517,"spear","worldAxis","generalOrUnknown @ japanese","Simulation","World Axis"
6518,"spire","aspiration","generalOrUnknown","Simulation","aspiration"
6519,"spire","creativeForce","generalOrUnknown","Simulation","creative force"
6520,"spire","mysticCenter","generalOrUnknown","Simulation","mystic center"
6521,"spire","phallus","generalOrUnknown","Simulation","phallus"
6522,"spire","purity","generalOrUnknown","Simulation","purity"
6523,"spear","bishamon","japanese","AttributeSimulation","Bishamon"
6524,"serpent","6thOfTheAnimalsOfTheTwelveTerrestrialBranches","chinese","Simulation","6th of the animals of the Twelve Terrestrial Branches"
6525,"serpent","agentOfTheFall","jewish","Simulation","agent of the Fall"
6526,"serpent","akurra","australianAboriginal","Simulation","Akurra"
6527,"serpent","alphaEpsilonIota","heraldic","Simulation","Alpha Epsilon Iota"
6528,"serpent","anAspectOfAhrimanAngraMainu","persian","Simulation","an aspect of Ahriman, Angra Mainu"
6529,"serpent","attributeAndPersonificationOfSusanoO","japanese","Simulation","attribute and personification of Susano-o"
6530,"serpent","authorOfDivineGnosis","gnostic","Simulation","author of divine gnosis"
6531,"serpent","aPhallicSymbol","generalOrUnknown","Simulation","a phallic symbol"
6532,"serpent","cosmicPower","hindu","Simulation","cosmic power"
6533,"serpent","creatorOfTheWorld","oceanic","Simulation","creator of the world"
6534,"serpent","earthlyWisdom","maori","Simulation","earthly wisdom"
6535,"serpent","erinyes","grecoRoman","AttributeSimulation","Erinyes"
6536,"serpent","femaleDeities","generalOrUnknown","AttributeSimulation","female deities"
6537,"serpent","forcesOfDestruction","generalOrUnknown","Simulation","forces of destruction"
6538,"serpent","generativeEnergy","generalOrUnknown","Simulation","generative energy"
6539,"serpent","greatMysteries","generalOrUnknown","Simulation","great mysteries"
6540,"serpent","guardianOfTheSpringsOfLifeImmortalityTheSuperiorRichesOfTheSpiritTreasure","generalOrUnknown","Simulation","guardian of the springs of life, immortality, the superior riches of the spirit, treasure"
6541,"serpent","harbingerOfDeath","northAmericanIndian","Simulation","harbinger of death"
6542,"serpent","hippocrates","grecoRoman","AttributeSimulation","Hippocrates"
6543,"serpent","incarnationOfTheDead","minoan","Simulation","incarnation of the dead"
6544,"serpent","lares","grecoRoman","Simulation","lares"
6545,"serpent","mediatorBetweenHeavenAndEarth","generalOrUnknown","Simulation","mediator between heaven and earth"
6546,"serpent","mediatorBetweenMenAndTheLowerWorld","northAmericanIndian","Simulation","mediator between men and the lower world"
6547,"serpent","militaryFame","heraldic","Simulation","military fame"
6548,"serpent","noongar","australianAboriginal","Simulation","Noongar"
6549,"serpent","occasionalFormOfAmmonZeusJupiter","grecoRoman","Simulation","occasional form of Ammon, Zeus/Jupiter"
6550,"serpent","oneOfTheFivePoisonousCreatures","chinese","Simulation","one of the Five Poisonous Creatures"
6551,"serpent","penates","grecoRoman","Simulation","penates"
6552,"serpent","powerToHeal","generalOrUnknown","Simulation","power to heal"
6553,"serpent","primordialInstinctiveNature","generalOrUnknown","Simulation","primordial instinctive nature"
6554,"serpent","reincarnationOfDeadSouls","grecoRoman","Simulation","reincarnation of dead souls"
6555,"serpent","sacredToEileithyia","minoan","Simulation","sacred to Eileithyia"
6556,"serpent","salus","grecoRoman","AttributeSimulation","Salus"
6557,"serpent","seductionOfStrengthByMatter","generalOrUnknown","Simulation","seduction of strength by matter"
6558,"serpent","sexualTemptation","jewish","Simulation","sexual temptation"
6559,"serpent","subterraneanLife","generalOrUnknown","Simulation","subterranean life"
6560,"serpent","sycophancy","chinese","Simulation","sycophancy"
6561,"serpent","theAmorphous","hindu","Simulation","the amorphous"
6562,"serpent","theBeneficentAspectOfQuetzalcoatl","incan","Simulation","the beneficent aspect of Quetzalcoatl"
6563,"serpent","theDeadEspeciallyHeroes","grecoRoman","Simulation","the dead, especially heroes"
6564,"serpent","theEvilInherentInAllWorldlyThings","generalOrUnknown","Simulation","the evil inherent in all worldly things"
6565,"serpent","theEvilSideOfNature","generalOrUnknown","Simulation","the evil side of nature"
6566,"serpent","theInferiorWithinTheSuperior","generalOrUnknown","Simulation","the inferior within the superior"
6567,"serpent","thePersonificationsOfTime","generalOrUnknown","AttributeSimulation","the personifications of Time"
6568,"serpent","theSerpentAndTheCatWereTheOnlyTwoAnimalsUnmovedByTheDeathOfBuddha","buddhist","Simulation","the serpent and the cat were the only two animals unmoved by the death of Buddha"
6569,"serpent","theShakti","hindu","Simulation","the shakti"
6570,"serpent","theSpearOfWarGods","northAmericanIndian","Simulation","the spear of war gods"
6571,"serpent","theTribeOfDan","jewish","EmblematicSimulation","the tribe of Dan"
6572,"serpent","theUnconsciousExpressingItselfSuddenlyAndUnexpectedlyWithTerribleOrFrighteningResults","generalOrUnknown","Simulation","the unconscious expressing itself suddenly and unexpectedly with terrible or frightening results"
6573,"serpent","ulanji","australianAboriginal","Simulation","Ulanji"
6574,"serpent","unet","egyptian","AssociationSimulation","Unet"
6575,"serpent","vehicleOfImmortality","african","Simulation","vehicle of immortality"
6576,"serpent","wagyl","australianAboriginal","Simulation","Wagyl"
6577,"serpent","wells","celtic","AssociationSimulation","wells"
6578,"serpent","wisdomOfTheDeep","generalOrUnknown","Simulation","wisdom of the deep"
6579,"serpent","wollunqua","australianAboriginal","Simulation","Wollunqua"
6580,"serpent","yamGod","canaanite","Simulation","Yam (god)"
6581,"serpent","yurlungur","australianAboriginal","Simulation","Yurlungur"
6582,"serpent","ancestor","minoan","Simulation","ancestor"
6583,"serpent","defiance","northAmericanIndian","Simulation","defiance"
6584,"serpent","destructiveForce","chinese","Simulation","destructive force"
6585,"serpent","hygeia","grecoRoman","AttributeSimulation","Hygeia"
6586,"serpent","irrigation","maori","Simulation","irrigation"
6587,"serpent","mamiWata","african","AttributeSimulation","Mami Wata"
6588,"serpent","misuseOfTheGoodThingsOfThisWorld","kabalistic","Simulation","misuse of the good things of this world"
6589,"serpent","mythicalAncestor","african @ aztecan","Simulation","mythical ancestor"
6590,"serpent","phanes","greek","Simulation","Phanes"
6591,"serpent","reincarnationOfTheDead","african","Simulation","reincarnation of the dead"
6592,"serpent","sealAndSerpent","heraldic","Simulation","Seal and Serpent"
6593,"serpent","steedOfBenzaiten","japanese","Simulation","steed of Benzaiten"
6594,"serpent","stPatrick","christian","AttributeSimulation","St. Patrick"
6595,"serpent","theNonManifest","hindu","Simulation","the non-manifest"
6596,"serpent","theRainbow","african","Simulation","the rainbow"
6597,"serpent","wadjet","egyptian","AssociationSimulation","Wadjet"
6598,"serpent","fascination","generalOrUnknown","Simulation","fascination"
6599,"serpent","guile","christian","Simulation","guile"
6600,"serpent","africa","generalOrUnknown","AttributeSimulation","Africa"
6601,"serpent","agni","hindu","Simulation","Agni"
6602,"serpent","androgyny","generalOrUnknown","Simulation","androgyny"
6603,"serpent","asclepius","grecoRoman @ minoan","AttributeSimulation @ Simulation","Asclepius"
6604,"serpent","athenaMinerva","grecoRoman","AttributeSimulation","Athena/Minerva"
6605,"serpent","bridget","celtic","EmblematicSimulation","Bridget"
6606,"teeth","anExpressionOfActivityEspeciallySexualActivity","generalOrUnknown","Simulation","an expression of activity, especially sexual activity"
6607,"teeth","childrenBornWithTeethAreChangelings","hungarian","Simulation","children born with teeth are changelings"
6608,"teeth","childrenBornWithTeethSometimesKilledAtBirth","african","Simulation","children born with teeth sometimes killed at birth"
6609,"teeth","childrenBornWithTeethWillBecomeVampiresOrWitches","finnoUrgic @ slavic","Simulation","children born with teeth will become vampires or witches"
6610,"taxodiumMucronatum","mexico","generalOrUnknown","Simulation","Mexico"
6611,"teeth","attack","generalOrUnknown","Simulation","attack"
6612,"teeth","guardianOfTheInnerPerson","generalOrUnknown","Simulation","guardian of the inner person"
6613,"teeth","meansOfEnforcement","generalOrUnknown","Simulation","means of enforcement"
6614,"teeth","potency","generalOrUnknown","Simulation","potency"
6615,"teeth","primitiveWeapon","generalOrUnknown","Simulation","primitive weapon"
6616,"thistle","earthlySorrow","christian","Simulation","earthly sorrow"
6617,"thistle","plantForLongevityAndFortifyingTheBody","chinese","Simulation","plant for longevity and fortifying the body"
6618,"thistle","surliness","heraldic","Simulation","surliness"
6619,"thistle","wickednessEncroachingOnVirtue","christian","Simulation","wickedness encroaching on virtue"
6620,"thistle","defiance","heraldic","Simulation","defiance"
6621,"thistle","misanthropy","generalOrUnknown","Simulation","misanthropy"
6622,"teeth","cruelty","generalOrUnknown","Simulation","cruelty"
6623,"teeth","defense","generalOrUnknown","Simulation","defense"
6624,"teeth","divination","generalOrUnknown","Simulation","divination"
6625,"teeth","ingratitude","generalOrUnknown","Simulation","ingratitude"
6626,"teeth","power","generalOrUnknown","Simulation","power"
6627,"teeth","transience","generalOrUnknown","Simulation","transience"
6628,"teeth","warfare","chinese","Simulation","warfare"
6629,"teeth","wisdom","generalOrUnknown","Simulation","wisdom"
6630,"thistle","austerity","generalOrUnknown","Simulation","austerity"
6631,"thistle","evil","christian","Simulation","evil"
6632,"thistle","rejection","generalOrUnknown","Simulation","rejection"
6633,"thistle","scotland","generalOrUnknown","EmblematicSimulation @ Simulation","Scotland"
6634,"thistle","sin","christian","Simulation","sin"
6635,"thistle","sorrow","generalOrUnknown","Simulation","sorrow"
6636,"thistle","theFallOfMan","jewish","Simulation","the Fall of man"
6637,"thistle","vengeance","generalOrUnknown","Simulation","vengeance"
6638,"tiger","associatedWithMarsPlanet","generalOrUnknown","AttributeSimulation","associated with Mars (planet)"
6639,"threshold","theReconciliationAndSeparationOfTwoWorldsSacredProfaneLifeDeath","generalOrUnknown","Simulation","the reconciliation and separation of two worlds (sacred/profane, life/death)"
6640,"threshold","transitionBetweenTwoWorlds","generalOrUnknown","Simulation","transition between two worlds"
6641,"thujaPlicata","britishColumbia","generalOrUnknown","Simulation","British Columbia"
6642,"tiger","asiaPersonified","generalOrUnknown","AttributeSimulation","Asia personified"
6643,"tiger","drive","generalOrUnknown","Simulation","drive"
6644,"tiger","emblemOfChrist","christian","Simulation","emblem  of Christ"
6645,"tiger","fourthClassMilitaryOfficers","chinese","EmblematicSimulation","fourth class military officers"
6646,"tiger","gamblers","chinese","EmblematicSimulation","gamblers"
6647,"tiger","guardianOfGraves","chinese","Simulation","guardian of graves"
6648,"tiger","messengerOfForestGods","uralAltaic","Simulation","messenger of forest gods"
6649,"tiger","militaryProwess","chinese","Simulation","military prowess"
6650,"tiger","oneOfTheTwelveTerrestrialBranches","chinese","Simulation","one of the Twelve Terrestrial Branches"
6651,"tiger","repressedSex","generalOrUnknown","Simulation","repressed sex"
6652,"tiger","sometimesTigersPullTheChariotOfDionysusBacchus","grecoRoman","Simulation","sometimes tigers pull the chariot of Dionysus/Bacchus"
6653,"tiger","stalking","generalOrUnknown","Simulation","stalking"
6654,"tiger","steedOfDurga","hindu","Simulation","steed of Durga"
6655,"tiger","steedOfGodsImmortalsExorcists","uralAltaic","Simulation","steed of gods, immortals, exorcists"
6656,"tiger","steedOfTheGodOfWealthGoddessOfTheWind","chinese","Simulation","steed of the god of wealth, goddess of the wind"
6657,"tiger","theDrowningOfConsciousnessInElementalDesires","generalOrUnknown","Simulation","the drowning of consciousness in elemental desires"
6658,"tiger","thePowerOfTheFaithAndSpiritFightingThroughTheForestOfSin","buddhist","Simulation","the power of the faith and spirit fighting through the Forest of Sin"
6659,"tiger","violentDesires","generalOrUnknown","Simulation","violent desires"
